step,robot_id,lockstep,wait_ms,command_latency_steps,stale_command_ticks,current_step_index,last_command_step_index,pos_x,pos_y,pos_z
106,bot1,1,0.333000,0,0,106,106,0.313763,4.451212,0.000000
106,bot2,1,0.051000,0,0,106,106,0.214364,4.827236,0.000000
107,bot0,1,0.482000,0,0,107,107,-0.347014,4.003048,0.000000
107,bot1,1,0.341000,0,0,107,107,0.314863,4.461056,0.000000
107,bot2,1,0.194000,0,0,107,107,0.212297,4.836924,0.000000
108,bot0,1,0.490000,0,0,108,108,-0.344956,4.012737,0.000000
108,bot1,1,0.264000,0,0,108,108,0.315963,4.470900,0.000000
108,bot2,1,0.410000,0,0,108,108,0.210230,4.846611,0.000000
109,bot0,1,0.421000,0,0,109,109,-0.342898,4.022426,0.000000
109,bot1,1,0.351000,0,0,109,109,0.317064,4.480745,0.000000
109,bot2,1,0.275000,0,0,109,109,0.208164,4.856298,0.000000
110,bot0,1,0.303000,0,0,110,110,-0.340840,4.032115,0.000000
110,bot1,1,0.116000,0,0,110,110,0.318164,4.490589,0.000000
110,bot2,1,0.083000,0,0,110,110,0.206097,4.865985,0.000000
111,bot0,1,0.407000,0,0,111,111,-0.338782,4.041804,0.000000
111,bot1,1,0.500000,0,0,111,111,0.319264,4.500433,0.000000
111,bot2,1,0.334000,0,0,111,111,0.204031,4.875673,0.000000
112,bot0,1,0.369000,0,0,112,112,-0.336724,4.051494,0.000000
112,bot1,1,0.112000,0,0,112,112,0.320365,4.510277,0.000000
112,bot2,1,0.064000,0,0,112,112,0.201964,4.885360,0.000000
113,bot0,1,0.619000,0,0,113,113,-0.334665,4.061183,0.000000
113,bot1,1,0.531000,0,0,113,113,0.321465,4.520122,0.000000
113,bot2,1,0.409000,0,0,113,113,0.199897,4.895047,0.000000
114,bot0,1,0.209000,0,0,114,114,-0.332607,4.070872,0.000000
114,bot1,1,0.342000,0,0,114,114,0.322565,4.529966,0.000000
114,bot2,1,0.334000,0,0,114,114,0.197831,4.904735,0.000000
115,bot0,1,0.684000,0,0,115,115,-0.330549,4.080561,0.000000
115,bot1,1,0.232000,0,0,115,115,0.323665,4.539810,0.000000
115,bot2,1,0.098000,0,0,115,115,0.195764,4.914422,0.000000
116,bot0,1,0.197000,0,0,116,116,-0.328491,4.090250,0.000000
116,bot1,1,0.168000,0,0,116,116,0.324766,4.549654,0.000000
116,bot2,1,0.075000,0,0,116,116,0.193697,4.924109,0.000000
117,bot0,1,0.342000,0,0,117,117,-0.326433,4.099939,0.000000
117,bot1,1,0.270000,0,0,117,117,0.325866,4.559499,0.000000
117,bot2,1,0.275000,0,0,117,117,0.191631,4.933797,0.000000
118,bot0,1,0.265000,0,0,118,118,-0.324375,4.109628,0.000000
118,bot1,1,0.328000,0,0,118,118,0.326966,4.569343,0.000000
118,bot2,1,0.216000,0,0,118,118,0.189564,4.943484,0.000000
119,bot0,1,0.181000,0,0,119,119,-0.322317,4.119317,0.000000
119,bot1,1,0.166000,0,0,119,119,0.328066,4.579187,0.000000
119,bot2,1,0.083000,0,0,119,119,0.187498,4.953171,0.000000
120,bot0,1,0.314000,0,0,120,120,-0.320258,4.129006,0.000000
120,bot1,1,0.171000,0,0,120,120,0.329167,4.589032,0.000000
120,bot2,1,0.537000,0,0,120,120,0.185431,4.962859,0.000000
121,bot0,1,0.308000,0,0,121,121,-0.318200,4.138696,0.000000
121,bot1,1,0.315000,0,0,121,121,0.330267,4.598876,0.000000
121,bot2,1,0.122000,0,0,121,121,0.183364,4.972546,0.000000
122,bot0,1,0.604000,0,0,122,122,-0.316142,4.148385,0.000000
122,bot1,1,0.177000,0,0,122,122,0.331367,4.608720,0.000000
122,bot2,1,0.474000,0,0,122,122,0.181406,4.982255,0.000000
123,bot0,1,0.229000,0,0,123,123,-0.314084,4.158074,0.000000
123,bot1,1,0.214000,0,0,123,123,0.332468,4.618564,0.000000
123,bot2,1,0.148000,0,0,123,123,0.179472,4.991970,0.000000
124,bot0,1,0.378000,0,0,124,124,-0.312026,4.167763,0.000000
124,bot1,1,0.338000,0,0,124,124,0.333568,4.628409,0.000000
124,bot2,1,0.150000,0,0,124,124,0.177539,5.001685,0.000000
125,bot0,1,0.131000,0,0,125,125,-0.309968,4.177452,0.000000
125,bot1,1,0.183000,0,0,125,125,0.334668,4.638253,0.000000
125,bot2,1,0.078000,0,0,125,125,0.175605,5.011399,0.000000
126,bot0,1,0.187000,0,0,126,126,-0.307909,4.187141,0.000000
